paper_id,conference,year,citation,num_modules,num_files,num_root_files,total_lines,contain_docker,contain_data,num_lang,main_language,num_duplicates,has_shell,num_lists,code_blocks,code_elements,contain_project_page,contain_trained_model,dynamic_images,images,tables,has_video,github_links,framework,from_organization,has_license,stars
254,CVPR,2018,2,3,23,2,4656,0,1,2,python,9,0,7,1,14,0,0,0,0,0,0,2,tensorflow,personal,1,48
255,ICML,2018,14,1,35,1,3784,0,0,2,python,74,1,3,0,0,0,0,0,0,0,0,0,Unknown,personal,0,42
256,ICML,2018,16,0,17,17,1116,0,0,1,python,1,0,2,0,33,0,0,0,0,0,0,0,Unknown,organization,0,37
257,ICML,2018,2,4,14,1,762,0,1,1,python,1,0,0,2,7,0,0,1,1,0,1,0,tensorflow,personal,0,41
258,ICML,2018,11,1,16,10,1935,0,1,1,python,3,0,0,0,1,0,0,0,0,0,0,0,pytorch,personal,0,46
259,CVPR,2018,3,0,5,5,541,0,1,1,python,6,0,0,0,0,0,0,0,0,0,0,0,tensorflow,personal,0,43
260,ECCV,2018,0,4,15,3,1955,0,1,2,python,5,1,4,10,21,0,1,0,0,0,0,0,pytorch,personal,0,41
261,ECCV,2018,0,4,17,3,1887,0,1,2,python,3,1,4,9,22,0,1,0,0,0,0,0,pytorch,personal,0,42
263,NIPS,2018,0,2,11,7,1787,0,1,1,python,4,0,3,12,0,0,1,1,10,0,0,0,Unknown,personal,0,40
264,ECCV,2018,4,1,7,0,881,0,0,1,python,2,0,1,0,0,0,0,0,0,0,0,0,pytorch,organization,0,42
265,ECCV,2018,7,2,38,9,2102,0,0,2,python,5,1,3,1,4,0,0,0,0,0,0,1,caffe,personal,0,63
266,NIPS,2018,3,7,33,1,4649,1,1,4,python,5,1,4,0,35,0,1,0,1,0,0,1,matlab,personal,1,40
267,CVPR,2018,9,1,27,5,2581,0,1,1,python,11,0,7,5,17,0,1,0,2,0,0,2,Unknown,personal,0,37
268,CVPR,2018,10,5,3,4,705,0,1,1,python,1,0,1,4,0,0,1,0,0,0,0,0,chainer,personal,1,54
269,ECCV,2018,5,3,8,1,1736,0,1,1,python,18,0,4,4,2,0,1,0,1,0,0,0,pytorch,personal,1,73
270,ICML,2018,1,2,57,0,7835,0,0,3,python,22,1,0,0,0,0,0,0,0,0,0,1,pytorch,personal,0,40
271,ICML,2018,6,2,15,16,3463,0,1,1,python,5,0,2,7,14,0,0,0,1,0,1,1,Unknown,organization,1,44
272,ECCV,2018,1,3,14,11,6357,0,1,2,python,12,0,8,0,0,1,0,0,1,0,0,0,Unknown,personal,1,71
273,ECCV,2018,3,1,11,13,1171,0,1,2,python,0,1,0,6,12,1,1,0,1,0,1,1,tensorflow,personal,1,47
274,CVPR,2018,22,2,35,0,4465,0,0,2,lua,0,1,0,1,0,0,1,0,1,0,0,0,torch,personal,0,36
275,ICML,2018,7,5,8,7,1598,0,1,1,python,0,0,0,0,9,0,1,0,2,0,0,0,tensorflow,personal,1,38
276,CVPR,2018,4,4,43,8,1916,0,1,2,python,4,1,3,1,0,0,1,0,1,0,0,0,pytorch,personal,1,45
277,ICML,2018,14,1,7,8,311,0,0,1,python,0,0,5,0,0,1,1,6,4,0,1,0,pytorch,personal,0,44
278,ECCV,2018,0,2,7,3,2133,0,0,2,python,10,1,0,6,3,0,1,0,1,0,0,0,tensorflow,personal,0,37
279,ICML,2018,12,2,76,3,7373,0,0,3,python,21,1,3,4,9,0,1,2,2,0,0,1,pytorch,personal,0,42
280,ICML,2018,20,1,11,6,1624,0,0,2,python,0,1,1,1,4,0,0,0,0,0,0,0,Unknown,organization,0,43
281,ECCV,2018,9,4,8,3,802,0,1,1,python,2,0,5,3,25,1,1,0,1,0,0,1,tensorflow,personal,1,41
282,ECCV,2018,7,2,6,6,1198,0,1,1,python,2,0,2,7,17,1,1,0,0,0,0,4,pytorch,personal,1,45
283,CVPR,2018,21,3,8,8,573,0,0,1,matlab,0,0,0,0,0,0,1,0,0,0,0,2,caffe,personal,0,33
284,CVPR,2018,16,5,11,6,722,0,1,2,python,0,1,0,2,31,0,0,0,8,0,0,1,caffe,personal,1,31
285,NIPS,2018,0,1,41,10,5985,0,0,1,python,93,0,0,0,0,0,0,0,0,0,0,1,Unknown,personal,0,36
286,CVPR,2018,9,5,22,3,3889,0,1,1,lua,0,0,3,3,1,0,1,0,2,2,0,2,torch,personal,1,35
287,NIPS,2018,30,2,11,5,1382,0,0,1,python,7,0,0,3,4,0,0,0,0,0,0,1,Unknown,personal,1,54
288,ICML,2018,3,3,11,0,1459,0,1,1,python,14,0,1,1,3,0,0,0,2,0,0,2,caffe,personal,0,39
289,CVPR,2018,7,1,11,11,1083,0,1,1,python,0,0,1,6,10,1,1,0,2,0,0,0,tensorflow,personal,1,33
291,CVPR,2018,11,1,42,1,18805,0,0,3,c/c++,1,1,5,3,7,0,0,0,0,0,0,0,Unknown,personal,1,33
292,CVPR,2018,2,7,205,11,21277,0,1,2,matlab,43,0,1,0,0,0,0,0,0,0,1,0,matlab,personal,0,29
293,CVPR,2018,15,3,4,5,284,0,0,1,python,0,0,1,6,0,0,0,0,2,1,0,0,Unknown,personal,0,34
295,ECCV,2018,0,4,6,1,1058,0,1,1,lua,0,0,3,2,0,0,1,0,11,0,0,3,torch,personal,0,39
296,CVPR,2018,0,8,32,6,2988,0,1,3,lua,0,1,4,10,3,0,1,0,1,0,0,1,torch,personal,1,29
297,CVPR,2018,7,5,14,6,650,0,1,2,python,0,1,2,3,0,0,1,0,3,0,0,1,pytorch,personal,1,37
298,NIPS,2018,1,1,7,13,1418,0,1,1,python,0,0,1,0,0,0,0,0,0,0,0,1,pytorch,personal,1,32
299,CVPR,2018,13,3,16,0,1802,0,1,2,python,8,1,1,0,0,0,0,0,0,0,0,3,caffe,personal,0,37
300,ECCV,2018,1,3,10,2,1526,0,0,1,python,1,0,1,3,0,0,0,0,0,0,0,0,tensorflow,organization,1,29
301,CVPR,2018,11,5,350,0,65609,0,0,6,matlab,220,1,0,1,0,1,0,0,1,0,0,0,matlab,personal,0,29
302,ECCV,2018,3,3,18,6,1690,0,0,2,python,0,1,3,1,9,0,1,0,0,0,0,0,tensorflow,personal,0,30
303,CVPR,2018,7,2,6,10,1385,0,1,1,python,5,0,2,10,0,1,1,0,6,0,0,1,tensorflow,personal,1,36
304,CVPR,2018,3,4,10,7,1288,0,1,2,python,1,1,2,18,3,0,0,0,1,0,0,6,tensorflow,personal,1,38
305,ECCV,2018,2,5,7,0,840,0,0,1,python,0,0,6,5,30,0,1,0,2,0,0,7,tensorflow,personal,0,30
306,CVPR,2018,8,2,14,4,1265,0,1,1,python,0,0,1,1,14,0,1,0,1,0,0,1,tensorflow,personal,0,36
307,ECCV,2018,5,3,26,3,4144,0,1,2,python,2,0,0,1,0,1,0,0,1,0,0,0,tensorflow,organization,1,28
308,ECCV,2018,0,2,11,7,1129,0,1,1,python,12,0,4,2,0,0,1,0,0,0,0,3,pytorch,personal,0,31
309,CVPR,2018,9,12,476,7,91689,1,1,5,c/c++,4,1,0,0,8,0,1,0,3,0,0,1,caffe,personal,1,39
310,CVPR,2018,13,0,1,1,27,0,0,1,matlab,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,personal,0,30
311,CVPR,2018,5,4,8,4,446,0,1,2,python,0,1,2,1,0,1,0,0,0,0,0,1,pytorch,personal,0,25
312,ECCV,2018,1,5,517,4,121735,0,1,5,c/c++,24,1,1,0,0,0,0,0,1,0,0,1,caffe,personal,0,32
313,CVPR,2018,6,4,57,1,8101,0,1,2,python,41,0,1,0,0,0,0,4,4,0,0,0,Unknown,personal,1,25
314,ICML,2018,0,6,41,4,4944,0,1,3,python,8,1,1,0,2,1,0,0,0,0,0,2,Unknown,organization,1,25
315,CVPR,2018,27,14,66,15,7393,1,1,2,python,15,1,6,10,0,0,1,1,1,0,0,4,tensorflow,personal,1,57
316,ECCV,2018,1,2,14,0,831,0,1,1,python,7,0,4,2,12,0,1,7,8,0,0,0,Unknown,personal,0,26
317,CVPR,2018,9,3,3,2,137,0,1,1,matlab,0,0,2,1,0,0,1,0,0,0,0,1,caffe,personal,1,30
318,CVPR,2018,5,1,36,1,8075,0,0,1,c/c++,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,personal,0,31
319,ECCV,2018,2,1,34,21,2118,0,0,1,matlab,27,0,1,0,0,0,0,0,0,0,0,0,Unknown,personal,1,30
320,ECCV,2018,2,0,4,5,526,0,0,1,python,0,0,0,1,0,0,0,0,0,0,0,0,tensorflow,organization,1,30
321,CVPR,2018,11,1,8,5,364,0,1,1,python,0,0,10,0,0,0,0,0,0,0,0,3,chainer,organization,0,24
322,NIPS,2018,5,6,22,7,6727,0,1,1,python,37,0,0,2,4,0,1,3,4,0,0,0,tensorflow,organization,1,52
323,CVPR,2018,2,3,9,6,2644,0,1,3,python,2,0,2,3,0,0,0,0,0,0,0,0,Unknown,personal,1,24
324,CVPR,2018,0,2,10,3,1089,0,1,1,python,3,0,0,0,1,0,1,0,0,0,0,1,pytorch,personal,0,21
325,NIPS,2018,51,3,30,16,2856,0,1,2,python,8,1,6,6,31,0,1,0,5,0,0,0,pytorch,personal,1,700
326,ECCV,2018,1,5,15,1,2090,0,1,1,python,15,0,2,0,6,0,0,0,1,0,1,3,tensorflow,personal,0,44
327,CVPR,2018,41,1,10,6,1242,0,0,2,python,13,1,2,7,5,0,1,0,2,0,0,0,pytorch,personal,1,525
328,CVPR,2018,9,5,42,5,3290,0,1,1,python,6,0,3,8,0,0,1,0,1,1,0,1,pytorch,organization,1,32
329,ECCV,2018,3,4,33,0,5019,0,1,4,python,11,1,2,3,11,1,1,0,0,0,0,2,tensorflow,personal,0,26
330,NIPS,2018,3,2,9,10,493,0,0,1,python,2,0,3,0,20,0,0,0,0,0,0,0,tensorflow,personal,1,40
331,CVPR,2018,30,2,5,8,370,0,0,1,python,2,0,0,0,0,0,0,0,0,0,0,0,caffe,personal,0,25
332,CVPR,2018,10,5,29,16,4507,0,1,3,python,8,1,4,12,8,0,1,0,1,0,0,0,Unknown,personal,0,21
333,CVPR,2018,6,4,115,4,15905,0,0,2,python,4,1,0,0,3,0,1,0,0,0,0,0,tensorflow,personal,1,23
334,ECCV,2018,134,5,33,15,5532,0,1,2,python,2,1,10,2,0,0,0,0,3,0,0,1,tensorflow,personal,0,28
335,CVPR,2018,10,2,486,0,86583,1,0,5,c/c++,11,1,1,1,0,0,0,0,0,0,0,0,caffe,organization,0,26
337,ECCV,2018,2,3,21,9,2264,0,1,2,python,4,1,1,7,12,0,1,0,0,0,0,0,tensorflow,personal,1,33
338,CVPR,2018,18,1,6,6,1290,0,1,1,python,15,0,3,4,0,0,0,0,0,0,0,1,Unknown,personal,0,120
339,ICML,2018,6,6,101,1,12514,1,0,1,python,49,0,2,2,6,0,0,0,0,0,0,4,Unknown,personal,0,25
340,NIPS,2018,1,11,43,9,16167,0,1,4,python,3,1,5,17,29,1,1,0,0,0,0,2,pytorch,personal,1,30
341,ICML,2018,3,7,20,1,3538,0,1,2,python,28,1,1,0,5,0,1,0,0,0,0,0,tensorflow,personal,1,23
342,ICML,2018,2,2,11,1,1973,0,1,1,python,13,0,1,7,10,0,0,0,2,0,0,0,pytorch,personal,1,22
343,CVPR,2018,11,2,7,4,1195,0,1,2,python,5,0,7,4,0,1,1,0,1,0,0,1,matlab,personal,1,25
344,NIPS,2018,1,4,6,7,1709,0,1,1,python,2,0,2,4,2,0,0,0,0,0,0,0,tensorflow,organization,1,34
345,ECCV,2018,3,7,45,7,4896,0,1,5,lua,0,1,11,8,7,0,1,3,6,0,0,3,torch,personal,0,32
346,ECCV,2018,1,3,4,4,459,0,1,2,python,0,0,0,4,10,0,1,0,1,0,0,0,tensorflow,personal,0,27
348,ECCV,2018,3,4,9,9,1040,0,1,1,python,7,0,0,0,0,1,0,0,1,0,0,2,tensorflow,personal,0,23
349,CVPR,2018,9,4,20,7,3161,0,1,2,python,7,1,0,5,2,0,0,1,1,0,0,0,tensorflow,personal,1,23
350,NIPS,2018,2,4,16,6,4988,0,1,2,python,17,1,3,0,26,0,0,0,0,0,0,0,tensorflow,organization,0,24
351,ECCV,2018,1,1,9,2,390,0,0,1,python,0,0,0,4,0,0,0,0,0,0,0,0,Unknown,personal,0,30
352,NIPS,2018,12,6,81,4,12268,0,1,3,python,6,1,4,6,26,0,0,0,0,0,0,0,tensorflow,personal,1,36
353,NIPS,2018,0,5,18,7,8809,0,1,2,python,7,0,4,13,3,0,1,0,1,0,0,2,tensorflow,organization,1,35
354,CVPR,2018,2,5,28,2,2742,0,1,1,python,17,0,4,0,0,0,1,0,10,2,0,0,pytorch,personal,1,25
355,CVPR,2018,1,0,6,8,541,0,0,2,matlab,0,0,6,0,0,0,0,0,0,0,0,0,tensorflow,personal,0,19
356,CVPR,2018,7,4,15,5,1971,0,1,3,lua,0,1,1,7,2,1,1,0,0,0,0,1,torch,personal,0,18
357,ECCV,2018,0,2,11,9,849,0,1,2,python,0,1,4,8,7,1,1,0,1,0,0,1,tensorflow,personal,0,27
358,ECCV,2018,1,5,76,4,16237,0,1,4,python,23,1,6,10,6,0,1,0,3,0,0,3,mxnet,personal,1,32
359,CVPR,2018,16,0,2,2,171,0,0,1,python,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,personal,0,24
360,ECCV,2018,1,1,26,0,2261,0,0,2,python,4,0,0,0,0,0,0,0,0,0,0,0,Unknown,organization,0,37
361,ECCV,2018,0,4,5,1,476,0,1,1,python,0,0,0,4,1,0,1,0,5,0,0,6,tensorflow,personal,1,29
362,NIPS,2018,4,2,350,0,105187,0,0,7,c/c++,42,1,0,0,0,0,0,0,0,0,0,0,matlab,personal,1,40
363,CVPR,2018,0,4,10,2,453,0,0,2,python,1,1,1,0,4,1,1,0,1,0,0,0,tensorflow,personal,0,23
364,ICML,2018,6,0,12,12,1550,0,1,1,python,4,0,0,2,5,0,0,0,0,0,0,0,tensorflow,personal,0,20
365,CVPR,2018,12,1,3,0,297,0,0,1,python,2,0,0,0,0,0,0,0,0,0,0,0,Unknown,personal,0,18
366,CVPR,2018,3,4,27,2,2153,0,1,2,python,9,1,1,10,18,0,1,0,4,0,0,0,Unknown,personal,1,16
367,ECCV,2018,5,5,49,1,5770,0,1,2,python,56,1,11,7,84,1,0,0,0,0,0,1,tensorflow,personal,1,27
368,CVPR,2018,1,1,5,4,448,0,1,1,python,1,0,0,1,0,0,0,0,0,0,0,0,tensorflow,personal,0,17
370,NIPS,2018,4,4,100,1,9315,0,0,1,python,46,0,3,2,9,0,0,0,1,0,0,1,torch,personal,0,30
372,CVPR,2018,6,12,473,9,96074,1,1,5,c/c++,11,1,1,0,0,0,0,0,0,0,0,0,caffe,personal,1,20
373,CVPR,2018,5,3,327,1,62388,0,0,5,matlab,171,1,2,0,1,1,1,0,3,0,0,0,pytorch,personal,1,38
374,ECCV,2018,1,2,5,6,404,0,1,1,python,0,0,3,0,0,0,0,0,5,0,0,0,pytorch,personal,1,19
375,CVPR,2018,1,1,8,3,520,0,1,1,python,0,0,1,0,11,0,1,0,0,0,0,0,pytorch,personal,1,14
376,CVPR,2018,2,2,7,3,1265,0,1,1,python,4,0,1,1,7,0,0,0,0,0,0,0,tensorflow,personal,1,16
377,ICML,2018,0,2,22,1,1607,0,0,1,python,6,0,30,1,37,0,0,0,0,0,0,0,Unknown,personal,1,16
378,CVPR,2018,19,3,25,4,3648,0,1,1,python,37,0,3,3,0,0,1,0,0,0,0,5,tensorflow,personal,0,20
379,ICML,2018,1,3,75,2,5375,0,1,2,python,30,1,1,7,33,0,0,0,0,0,0,1,pytorch,personal,1,33
380,ECCV,2018,2,1,4,4,475,0,1,2,python,0,0,0,0,3,0,1,0,0,0,0,0,tensorflow,personal,1,18
381,CVPR,2018,4,5,10,3,1001,0,1,1,python,1,0,3,0,5,0,1,0,0,0,0,0,tensorflow,personal,1,15
382,CVPR,2018,4,5,37,6,7064,0,1,4,c/c++,5,0,7,10,8,0,1,0,3,0,0,0,tensorflow,personal,1,18
383,ECCV,2018,3,2,6,9,972,0,1,2,python,4,0,0,8,2,0,0,0,4,0,0,2,matlab,personal,1,27
384,CVPR,2018,7,1,103,10,19932,0,1,2,python,108,1,6,9,0,0,1,0,0,0,0,2,tensorflow,personal,1,31
385,ECCV,2018,3,5,19,5,1252,0,1,1,matlab,2,0,16,6,21,1,0,0,1,0,0,2,matlab,personal,1,37
386,ICML,2018,2,6,22,2,2103,0,1,2,python,9,1,1,4,0,0,0,0,1,0,0,1,tensorflow,personal,0,17
387,CVPR,2018,4,3,2,3,341,0,1,1,python,2,0,0,1,0,0,0,0,1,0,0,0,tensorflow,personal,0,20
388,CVPR,2018,11,3,23,7,1969,0,1,2,python,2,1,6,11,4,0,0,0,0,0,0,8,tensorflow,personal,0,15
389,ICML,2018,1,8,70,0,5247,0,0,3,matlab,4,1,1,3,20,0,0,0,0,0,0,1,matlab,personal,1,17
390,CVPR,2018,7,5,53,1,9435,0,1,5,lua,0,0,0,1,0,1,1,0,0,0,0,0,torch,personal,0,16
391,ECCV,2018,7,7,43,2,4112,0,1,1,python,8,0,3,4,0,0,1,0,1,0,0,1,pytorch,personal,1,34
393,ECCV,2018,8,4,21,11,2192,0,1,1,python,18,0,2,4,13,0,1,0,1,0,0,2,pytorch,personal,0,16
394,CVPR,2018,5,2,19,1,2856,0,1,1,python,19,0,1,0,0,0,0,0,0,0,0,3,tensorflow,personal,1,15
395,CVPR,2018,2,6,68,3,19571,0,1,5,python,13,1,2,0,0,0,1,0,1,0,0,1,Unknown,personal,1,13
396,CVPR,2018,2,3,270,11,55623,0,0,5,matlab,173,1,5,1,0,0,0,1,4,0,0,1,matlab,personal,0,14
397,ECCV,2018,0,2,6,1,464,0,1,1,python,0,0,6,0,0,0,0,0,5,0,0,0,Unknown,personal,1,20
398,CVPR,2018,7,6,29,7,2741,0,0,2,python,18,1,0,13,0,0,0,0,4,0,0,1,tensorflow,organization,0,16
399,CVPR,2018,7,1,2,4,1022,0,0,1,python,1,0,0,0,0,0,0,0,0,0,0,0,pytorch,personal,1,21
400,ICML,2018,7,2,54,1,4196,0,0,4,python,10,1,0,0,12,0,1,0,0,0,0,0,pytorch,personal,1,17
401,ECCV,2018,2,7,42,6,4405,0,1,5,matlab,2,1,3,1,11,0,1,0,1,0,0,1,tensorflow,personal,1,24
402,CVPR,2018,6,1,3,3,362,0,0,1,python,0,0,2,4,3,0,0,0,0,0,1,0,pytorch,personal,0,27
403,NIPS,2018,6,0,3,5,437,0,0,1,python,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,organization,1,23
404,CVPR,2018,4,2,0,0,0,0,1,0,,0,0,2,0,3,1,0,0,1,0,0,0,torch,personal,0,16
405,ECCV,2018,1,9,48,2,7892,0,1,2,python,30,1,3,8,25,1,1,0,1,0,0,6,tensorflow,organization,1,21
406,ECCV,2018,4,2,33,15,19817,0,1,3,c/c++,47,0,0,1,0,0,0,0,3,0,0,1,pytorch,personal,0,12
407,CVPR,2018,9,3,17,11,3184,0,1,1,lua,0,0,1,2,2,1,0,0,0,0,0,0,torch,personal,0,14
408,CVPR,2018,17,6,20,2,2512,0,1,2,python,5,1,2,2,0,0,0,0,4,0,0,0,pytorch,personal,1,38
409,CVPR,2018,2,4,2,4,1147,0,0,2,cuda,0,0,3,8,0,0,0,0,1,0,0,2,caffe,organization,1,17
410,ECCV,2018,3,5,39,1,4789,0,1,4,python,16,1,2,2,0,1,1,0,1,0,0,2,tensorflow,personal,1,21
411,CVPR,2018,8,1,20,16,2335,0,1,3,python,2,1,5,9,15,0,1,0,0,0,0,4,pytorch,organization,1,18
412,ECCV,2018,8,5,16,1,1468,0,1,1,python,32,0,1,1,23,0,0,0,1,0,0,1,tensorflow,personal,1,17
413,CVPR,2018,13,2,20,0,1587,0,1,2,python,0,1,1,4,7,1,0,0,1,0,1,3,pytorch,personal,0,16
414,ICML,2018,7,2,13,8,1133,0,1,2,python,3,1,0,0,11,0,0,0,0,0,0,1,Unknown,personal,1,11
415,CVPR,2018,11,0,3,3,431,0,0,1,python,0,0,1,0,0,0,0,0,0,0,0,0,chainer,personal,0,12
417,CVPR,2018,1,2,13,11,2366,0,1,2,python,2,1,9,2,18,0,0,0,0,0,0,1,pytorch,personal,1,17
418,NIPS,2018,0,2,8,8,1372,0,1,1,python,5,0,2,8,0,1,1,0,2,0,0,3,pytorch,organization,1,53
419,CVPR,2018,3,3,20,3,2158,0,1,1,python,7,0,1,7,0,0,1,6,7,0,1,3,chainer,personal,1,12
420,CVPR,2018,1,5,20,1,2725,0,1,3,python,1,1,1,0,0,0,0,0,0,0,1,1,tensorflow,personal,1,15
421,CVPR,2018,3,1,2,3,395,0,1,1,python,0,0,0,0,0,0,0,0,1,0,0,0,Unknown,personal,0,17
422,CVPR,2018,3,2,8,5,1470,0,1,2,python,8,1,5,7,0,0,1,0,4,0,0,0,tensorflow,personal,0,22
423,ECCV,2018,7,1,27,1,2219,0,0,2,python,15,1,1,4,0,0,1,0,0,0,0,1,pytorch,personal,1,18
424,CVPR,2018,0,3,11,4,1145,0,1,1,python,0,0,4,3,11,0,1,0,0,0,0,2,tensorflow,organization,1,19
425,ECCV,2018,7,2,19,4,2210,0,1,2,python,4,1,0,10,18,1,1,0,3,0,0,4,pytorch,organization,1,23
426,CVPR,2018,0,3,42,1,4524,0,1,4,lua,0,1,3,4,0,0,1,0,0,0,0,4,Unknown,personal,0,13
427,CVPR,2018,6,0,3,3,2036,0,0,1,python,4,0,0,3,0,0,1,0,0,0,0,1,tensorflow,personal,0,14
428,NIPS,2018,0,3,31,4,6343,0,1,1,python,14,0,1,2,10,0,0,0,0,0,0,5,tensorflow,personal,0,28
429,ICML,2018,2,5,26,5,2287,0,1,1,python,9,0,6,4,4,1,0,0,0,0,0,1,tensorflow,personal,1,12
431,CVPR,2018,19,3,22,1,2660,0,1,1,python,45,0,11,8,27,0,1,0,0,0,0,6,caffe,personal,1,11
432,ICML,2018,2,1,26,0,2591,0,0,1,python,38,0,1,1,6,0,0,0,0,0,0,0,Unknown,personal,0,12
433,ICML,2018,2,3,61,1,10910,0,0,2,python,59,0,4,8,8,0,0,0,0,0,0,1,tensorflow,organization,1,11
434,ICML,2018,5,3,4,4,1534,1,1,1,python,2,0,1,6,9,0,0,0,0,0,0,0,tensorflow,personal,0,21
435,NIPS,2018,13,3,69,6,2094,0,0,1,python,5,0,0,4,0,0,0,0,0,0,0,0,Unknown,personal,1,15
436,ECCV,2018,2,0,5,6,898,0,1,1,python,0,0,0,3,2,0,0,0,0,0,0,1,pytorch,personal,1,17
437,ICML,2018,1,3,20,3,1198,0,1,2,python,0,1,2,1,35,0,0,0,0,0,0,1,Unknown,personal,0,13
438,CVPR,2018,6,2,28,0,3579,0,0,1,python,6,0,1,1,0,0,0,0,3,0,0,0,Unknown,personal,0,12
439,ICML,2018,1,6,41,2,4148,0,1,1,python,11,0,3,0,0,0,0,0,0,0,0,1,pytorch,personal,0,11
441,NIPS,2018,0,4,11,5,3481,0,1,1,python,36,0,0,2,0,0,1,0,0,0,0,0,Unknown,personal,1,31
442,ECCV,2018,1,5,27,3,3807,0,0,2,lua,0,0,3,1,0,0,0,0,6,0,0,0,Unknown,personal,1,15
443,NIPS,2018,0,5,38,0,3373,0,1,1,python,5,0,2,2,0,0,1,2,2,0,0,0,Unknown,personal,0,12
444,CVPR,2018,0,1,23,1,2647,0,0,2,python,3,0,5,7,7,0,0,0,0,0,0,2,tensorflow,personal,1,12
445,CVPR,2018,1,3,29,0,2812,0,1,2,c/c++,1,0,1,13,0,1,0,0,1,0,0,2,pytorch,personal,1,18
446,ICML,2018,0,3,22,8,1148,1,1,2,python,2,1,0,3,2,0,0,1,1,0,0,1,Unknown,personal,1,9
447,CVPR,2018,6,4,9,10,1348,0,1,2,python,0,1,3,12,6,0,1,0,1,0,0,0,pytorch,personal,1,12
448,CVPR,2018,4,7,52,11,3194,0,1,2,matlab,13,1,3,1,20,0,1,0,0,0,0,1,matlab,personal,1,15
449,CVPR,2018,5,1,2,0,23,0,0,1,matlab,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,personal,0,13
450,ECCV,2018,1,3,13,7,1556,0,1,2,python,1,0,0,16,1,0,1,0,0,0,0,1,tensorflow,personal,1,16
451,CVPR,2018,5,12,467,5,89099,1,1,5,c/c++,1,1,1,0,7,0,0,0,0,0,0,2,pytorch,personal,1,9
452,ICML,2018,3,3,25,2,843,0,0,2,matlab,1,0,1,3,0,0,0,0,0,0,0,1,matlab,personal,0,8
454,CVPR,2018,5,5,18,11,3068,0,1,2,lua,2,0,2,7,15,1,1,0,2,0,0,4,torch,personal,0,11
455,CVPR,2018,2,13,473,5,89754,1,1,5,c/c++,5,1,4,1,2,0,1,0,0,0,0,1,caffe,personal,1,9
456,NIPS,2018,1,4,5,3,963,0,1,1,python,4,0,4,3,0,0,1,0,4,0,0,1,pytorch,personal,1,48
458,CVPR,2018,69,11,65,2,21517,0,1,5,python,12,1,7,12,27,0,1,0,0,0,0,4,caffe,personal,1,12
459,NIPS,2018,12,3,53,1,4902,0,1,1,python,36,0,1,0,0,0,0,0,0,0,1,0,Unknown,personal,1,9
460,ICML,2018,1,3,5,3,557,0,0,1,python,1,0,1,2,0,0,0,0,1,0,0,0,pytorch,personal,0,9
461,NIPS,2018,0,2,11,6,1293,0,0,1,python,5,0,2,0,0,0,0,0,7,0,0,0,Unknown,personal,0,15
462,ECCV,2018,0,5,39,2,5388,0,0,2,python,37,1,3,0,0,0,1,0,0,0,0,0,Unknown,personal,1,13
463,CVPR,2018,13,6,579,0,99144,1,1,6,c/c++,13,1,9,5,0,1,1,0,1,0,0,0,caffe,personal,0,19
464,CVPR,2018,2,2,10,0,426,0,0,1,matlab,1,0,0,0,0,0,0,0,0,0,0,0,Unknown,personal,0,8
465,CVPR,2018,15,2,10,4,1463,0,0,2,python,2,1,0,5,0,0,1,0,0,0,0,4,Unknown,personal,1,8
466,CVPR,2018,2,2,4,4,729,0,1,1,python,7,0,0,0,1,0,0,0,0,0,0,0,Unknown,personal,0,7
467,ECCV,2018,0,0,2,2,90,0,0,1,python,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,personal,0,7
468,ICML,2018,0,1,17,7,1949,0,1,1,python,3,0,0,0,0,0,0,0,0,0,0,0,Unknown,personal,0,8
470,ICML,2018,1,1,5,7,541,0,0,1,python,4,0,1,3,0,0,0,0,1,0,0,0,chainer,organization,1,12
472,NIPS,2018,2,0,7,9,356,0,0,2,python,0,1,0,2,6,0,0,0,0,0,0,0,tensorflow,personal,1,31
473,NIPS,2018,3,1,2,2,282,0,0,1,python,0,0,5,0,5,0,0,0,2,0,0,0,Unknown,personal,0,9
474,ECCV,2018,8,4,32,3,3893,0,1,4,python,12,1,0,4,0,0,0,0,0,0,0,3,tensorflow,personal,1,15
475,CVPR,2018,1,3,59,1,5304,0,0,1,python,39,0,5,11,10,0,1,1,26,0,0,0,pytorch,personal,1,10
476,CVPR,2018,4,2,6,2,854,0,1,1,python,8,0,2,3,15,0,0,0,1,0,0,2,pytorch,personal,1,7
477,NIPS,2018,6,0,2,2,324,0,0,1,python,0,0,0,1,1,0,0,0,8,0,0,0,tensorflow,personal,0,6
478,CVPR,2018,45,4,10,5,2321,0,1,1,python,1,0,12,1,22,0,1,0,2,0,0,1,pytorch,personal,1,7
479,ECCV,2018,0,10,26,5,6679,0,1,2,python,22,1,1,36,0,1,1,0,1,0,0,2,tensorflow,personal,1,11
480,ICML,2018,0,1,3,3,454,0,1,1,python,2,0,4,3,0,0,0,0,5,0,0,0,pytorch,personal,0,7
481,CVPR,2018,5,5,50,0,4436,0,1,5,python,15,1,2,1,6,1,1,0,0,0,0,0,caffe,personal,0,18
