paper_id,conference,year,citation,num_modules,num_files,num_root_files,total_lines,contain_docker,contain_data,num_lang,main_language,num_duplicates,has_shell,num_lists,code_blocks,code_elements,contain_project_page,contain_trained_model,dynamic_images,images,tables,has_video,github_links,framework,from_organization,has_license,stars
31,CVPR,2018,67,6,32,10,1861,1,1,2,python,0,1,13,9,87,1,1,0,1,0,0,3,pytorch,personal,1,435
32,ECCV,2018,4,1,11,4,749,0,1,3,python,0,1,3,3,5,0,1,1,2,0,0,0,pytorch,personal,1,517
33,CVPR,2018,60,8,99,1,12369,0,1,5,python,51,1,2,0,39,1,1,0,1,0,0,0,tensorflow,personal,1,419
35,CVPR,2018,5,3,156,5,53742,1,1,4,python,95,1,8,13,54,1,0,2,11,0,1,5,Unknown,organization,1,375
36,CVPR,2018,10,6,13,6,1804,0,1,1,python,0,0,1,7,14,1,1,0,4,0,0,4,pytorch,personal,1,316
37,CVPR,2018,3,3,65,3,20233,0,0,4,python,12,1,4,10,0,1,0,0,3,0,1,5,Unknown,personal,1,330
38,ICML,2018,10,2,22,13,2683,0,1,1,python,2,0,1,12,10,0,1,0,1,0,0,0,tensorflow,organization,1,185
39,CVPR,2018,32,3,26,9,5587,0,1,1,python,1,0,0,13,31,0,1,0,1,0,0,2,tensorflow,personal,1,352
40,CVPR,2018,19,7,58,6,6514,1,1,4,python,39,1,4,13,21,0,1,0,2,0,0,5,pytorch,personal,1,326
41,ECCV,2018,9,3,10,1,646,0,0,4,python,0,1,2,1,10,0,0,0,1,1,0,0,pytorch,personal,1,375
42,CVPR,2018,9,3,11,1,914,0,0,1,python,0,0,4,1,3,1,0,0,1,0,0,1,pytorch,personal,1,395
43,CVPR,2018,48,2,34,1,2539,0,0,4,python,4,1,0,3,0,1,0,0,3,0,0,1,caffe,organization,1,384
44,CVPR,2018,3,4,80,1,4403,0,0,3,python,4,1,3,18,7,1,1,0,1,0,0,0,pytorch,personal,0,306
45,ICML,2018,9,3,18,0,3493,0,0,2,python,25,0,2,1,0,0,0,0,0,0,0,0,torch,personal,1,280
46,ECCV,2018,0,3,156,8,34991,0,1,4,c/c++,1,1,2,4,0,0,1,0,0,0,0,0,tensorflow,personal,1,319
47,CVPR,2018,10,5,61,1,3589,0,1,2,python,14,1,4,9,18,0,0,1,1,0,0,0,pytorch,organization,1,300
48,CVPR,2018,17,3,21,5,1319,0,1,2,python,9,1,2,5,0,0,1,0,6,0,0,1,pytorch,personal,1,327
49,CVPR,2018,9,4,14,3,1245,0,1,1,python,12,0,2,5,13,0,1,0,3,0,0,1,tensorflow,personal,1,264
51,ICML,2018,15,1,10,9,2427,0,1,1,python,27,0,1,6,3,0,0,0,1,0,0,0,pytorch,personal,1,284
52,CVPR,2018,19,4,12,3,893,0,1,1,python,1,0,9,7,4,1,1,0,2,0,0,2,pytorch,personal,0,275
53,CVPR,2018,31,8,110,2,16548,1,1,5,python,6,1,17,3,85,1,1,0,0,0,0,2,caffe2,personal,1,260
54,CVPR,2018,13,10,489,5,146208,1,1,5,c/c++,5,1,5,0,0,1,1,0,0,0,0,1,caffe,personal,1,257
55,CVPR,2018,7,3,10,4,1085,0,0,2,matlab,5,0,2,4,14,0,0,0,3,0,0,0,tensorflow,personal,0,234
56,ECCV,2018,9,3,22,1,2699,0,1,3,python,6,0,3,1,4,1,1,2,4,0,0,3,tensorflow,personal,0,310
57,NIPS,2018,10,2,23,14,2176,0,1,2,python,8,1,1,4,10,0,1,0,1,0,0,3,pytorch,personal,1,251
58,CVPR,2018,12,4,43,1,12904,0,1,3,python,13,1,4,12,4,0,1,0,0,0,0,0,tensorflow,personal,1,222
59,CVPR,2018,4,2,38,1,4229,0,1,2,matlab,51,0,3,0,0,0,1,0,1,0,1,0,tensorflow,personal,0,224
60,ECCV,2018,2,3,24,9,2681,0,1,2,python,5,1,5,6,11,0,1,0,2,0,0,0,tensorflow,organization,1,343
61,CVPR,2018,11,3,87,8,5495,0,1,3,python,21,1,4,7,29,1,1,0,2,0,0,1,pytorch,personal,1,219
62,CVPR,2018,10,2,22,1,1931,0,1,2,python,15,1,6,11,0,0,1,0,0,0,0,0,pytorch,personal,1,217
63,ICML,2018,6,3,27,16,9175,0,1,2,python,38,0,2,5,32,0,0,0,0,0,0,0,pytorch,personal,1,207
64,CVPR,2018,5,2,33,20,3140,0,1,2,python,2,1,1,10,10,0,0,0,1,0,0,0,Unknown,organization,1,205
65,CVPR,2018,68,5,7,0,787,1,1,1,python,3,0,0,1,0,0,0,4,5,0,0,0,Unknown,personal,0,200
66,CVPR,2018,20,3,13,8,1307,0,1,3,python,1,1,0,0,3,1,0,0,1,0,0,2,pytorch,personal,1,217
67,CVPR,2018,11,6,1071,26,106921,0,1,4,matlab,209,0,11,10,0,0,1,0,1,0,1,2,torch,personal,1,202
68,ECCV,2018,8,4,10,1,1512,0,1,1,python,2,0,4,3,0,1,1,0,1,0,1,1,pytorch,personal,1,239
69,NIPS,2018,3,6,66,10,11624,1,1,3,python,6,1,1,10,6,0,1,0,0,0,0,3,pytorch,organization,1,197
70,CVPR,2018,12,7,34,6,2797,0,1,2,python,7,1,10,52,0,0,1,1,3,0,0,3,pytorch,personal,1,213
71,CVPR,2018,21,4,23,1,2595,1,1,2,python,8,1,6,7,5,0,1,0,0,0,0,3,caffe,organization,1,185
72,CVPR,2018,14,4,6,2,409,0,0,1,python,0,0,2,3,4,1,0,0,1,0,1,0,pytorch,personal,0,182
73,CVPR,2018,7,5,590,0,222066,1,1,5,c/c++,7,1,9,4,35,0,1,0,4,0,0,2,matlab,personal,0,179
74,CVPR,2018,2,3,18,3,1420,0,1,1,python,1,0,4,2,4,0,1,0,0,0,0,1,pytorch,personal,0,173
75,CVPR,2018,5,6,505,2,93519,1,0,5,c/c++,5,1,2,6,3,0,1,0,1,0,0,0,caffe,personal,0,186
76,CVPR,2018,22,3,12,2,1541,0,0,2,python,1,1,1,3,4,0,1,2,3,0,0,0,pytorch,personal,1,176
77,CVPR,2018,11,1,11,2,821,0,1,2,python,5,1,3,3,14,0,0,0,1,0,0,0,tensorflow,personal,1,171
78,NIPS,2018,7,1,21,0,2117,0,0,1,python,2,0,0,8,8,0,0,0,0,0,1,0,chainer,organization,1,157
80,CVPR,2018,18,2,25,2,3402,0,1,2,python,9,0,5,49,18,0,1,0,1,0,0,1,pytorch,personal,1,187
81,ECCV,2018,13,9,44,5,5629,0,1,3,python,1,1,2,5,3,1,1,0,1,0,0,0,pytorch,personal,1,175
82,CVPR,2018,10,5,23,7,1640,0,1,1,python,25,0,3,3,0,1,1,0,8,0,0,2,pytorch,personal,1,176
83,ECCV,2018,15,2,21,15,2178,0,1,2,python,2,1,5,30,14,0,1,0,0,0,0,1,pytorch,organization,1,275
84,ECCV,2018,9,4,24,15,2317,0,1,2,python,9,1,2,12,5,0,1,0,1,0,1,3,tensorflow,personal,0,173
85,CVPR,2018,19,6,49,12,4369,0,0,1,matlab,51,0,5,2,1,0,0,0,14,0,0,0,matlab,personal,0,164
86,CVPR,2018,3,6,20,4,1169,0,1,1,python,0,0,2,13,0,1,1,0,2,0,0,2,pytorch,personal,0,148
87,ECCV,2018,13,3,51,0,3997,0,1,3,python,34,1,5,3,0,0,0,0,16,0,0,6,pytorch,personal,0,203
88,ECCV,2018,9,6,370,3,88490,0,1,5,c/c++,4,1,7,8,2,0,1,2,5,0,0,0,pytorch,personal,1,171
89,CVPR,2018,3,10,143,15,72121,0,1,4,python,827,1,0,9,0,1,1,0,0,0,0,3,pytorch,personal,1,160
90,ICML,2018,8,2,124,3,11722,1,1,1,python,36,0,0,3,2,0,0,0,0,0,0,1,tensorflow,personal,1,142
91,CVPR,2018,41,3,43,0,6316,0,1,3,lua,1,1,4,3,0,0,1,0,4,0,0,8,torch,personal,0,158
92,CVPR,2018,37,4,20,2,7550,0,1,2,python,32,1,6,10,11,0,1,0,1,0,0,4,pytorch,organization,1,157
93,CVPR,2018,3,2,31,1,2242,0,0,1,python,9,0,14,8,0,0,1,0,1,0,0,0,tensorflow,personal,0,161
94,CVPR,2018,5,7,15,3,1200,0,1,3,python,15,1,2,9,16,0,0,3,1,0,0,0,tensorflow,organization,1,140
95,CVPR,2018,28,5,20,6,2771,0,1,1,python,17,0,2,0,0,0,1,0,2,0,0,1,pytorch,personal,0,152
96,CVPR,2018,39,2,67,1,3106,0,0,2,python,5,1,6,4,0,0,0,0,0,0,0,1,pytorch,personal,0,156
97,CVPR,2018,19,7,80,3,23434,0,1,4,python,16,1,2,4,0,1,1,0,0,0,0,0,pytorch,personal,1,162
98,CVPR,2018,3,3,56,1,10122,0,1,2,python,11,1,0,1,2,0,0,1,2,0,1,0,Unknown,organization,1,157
99,CVPR,2018,4,6,480,0,91740,1,1,5,c/c++,20,1,5,4,39,0,1,0,3,0,1,3,matlab,personal,0,136
100,CVPR,2018,23,7,33,1,4293,0,1,2,python,33,0,4,8,16,0,0,0,0,0,0,4,pytorch,personal,1,149
101,CVPR,2018,34,8,316,1,13556,0,1,4,matlab,78,1,2,5,0,0,1,0,2,0,0,3,matlab,personal,1,135
103,CVPR,2018,7,8,27,2,2585,0,1,3,python,54,1,2,4,2,0,1,0,1,0,1,1,caffe,personal,0,129
104,CVPR,2018,8,4,13,9,690,0,1,2,python,1,1,4,4,10,1,1,0,1,0,0,0,chainer,personal,0,137
105,CVPR,2018,53,0,3,3,643,0,1,1,python,7,0,1,1,4,0,0,0,0,0,0,1,pytorch,personal,0,133
106,ECCV,2018,5,2,10,2,722,0,0,2,python,1,1,4,0,0,1,0,0,0,0,0,0,Unknown,personal,1,138
107,CVPR,2018,4,4,74,2,9630,0,1,4,python,64,1,3,11,4,0,1,0,0,0,0,2,tensorflow,personal,0,135
108,ECCV,2018,0,4,12,2,1945,0,1,1,python,6,0,4,10,71,0,1,0,6,0,0,1,tensorflow,personal,0,164
110,NIPS,2018,1,2,4,3,209,0,0,1,python,0,0,1,4,0,0,0,0,0,0,0,1,tensorflow,personal,1,122
111,CVPR,2018,43,5,30,1,3267,0,1,2,python,7,1,4,1,2,1,1,0,1,0,0,0,caffe2,organization,1,338
112,CVPR,2018,16,4,22,2,2654,0,1,4,c/c++,1,1,9,5,24,1,1,0,0,0,0,1,caffe,personal,1,154
113,CVPR,2018,14,1,15,3,1707,0,1,4,python,0,1,7,8,95,1,0,0,3,0,0,3,tensorflow,personal,0,146
114,ECCV,2018,3,3,10,3,564,0,1,2,python,0,1,2,3,5,0,0,0,0,0,0,0,pytorch,personal,0,157
115,ICML,2018,1,2,13,5,1456,1,1,2,python,4,1,4,15,60,0,1,0,0,0,0,2,pytorch,personal,0,118
116,CVPR,2018,20,4,13,0,1296,0,1,2,shell,4,1,0,2,5,0,1,0,0,0,0,0,pytorch,personal,0,116
117,CVPR,2018,3,3,26,1,3410,0,1,1,python,17,0,6,3,4,0,0,0,3,0,1,1,tensorflow,personal,1,102
118,CVPR,2018,12,8,27,7,1415,0,1,2,python,0,1,1,3,5,0,0,0,0,0,0,0,Unknown,personal,0,171
119,CVPR,2018,5,2,10,1,1797,0,1,1,python,7,0,4,7,57,1,1,2,3,0,0,0,pytorch,personal,1,125
120,ICML,2018,12,2,25,0,6051,0,0,2,python,42,1,0,0,0,0,0,2,5,0,0,0,tensorflow,personal,0,122
121,CVPR,2018,30,2,18,12,4750,0,1,1,python,45,0,0,8,0,0,1,0,1,0,0,0,pytorch,organization,1,170
122,ECCV,2018,4,7,41,1,5620,0,1,2,python,42,1,7,11,0,0,1,0,1,0,0,1,tensorflow,personal,1,137
123,ECCV,2018,4,4,17,3,1916,0,1,2,python,0,1,4,12,101,0,1,0,0,0,0,0,Unknown,personal,0,113
124,NIPS,2018,23,4,17,8,2402,0,1,1,python,0,0,0,6,8,0,0,0,0,0,0,0,tensorflow,organization,1,158
126,CVPR,2018,32,2,8,9,928,0,1,1,python,9,0,0,3,0,1,1,0,1,0,0,0,caffe,personal,1,129
127,ECCV,2018,2,9,28,1,2556,0,1,4,python,14,1,13,23,0,1,1,8,11,0,0,7,pytorch,personal,0,123
128,CVPR,2018,13,5,10,0,1397,0,1,2,python,1,0,6,5,12,0,1,0,5,0,0,0,torch,personal,0,133
129,CVPR,2018,4,6,7,3,394,0,1,2,python,0,1,2,6,25,0,1,0,3,0,0,1,tensorflow,personal,1,153
130,CVPR,2018,18,7,63,0,7233,0,1,4,python,5,1,1,4,16,0,1,0,0,0,0,2,tensorflow,personal,0,114
131,CVPR,2018,24,7,522,1,91271,0,1,5,c/c++,16,1,2,2,0,0,1,0,0,0,0,2,caffe,personal,1,119
132,CVPR,2018,5,11,486,8,92471,1,1,5,c/c++,1,1,2,5,0,0,0,0,1,0,0,0,caffe,personal,1,112
133,CVPR,2018,16,3,12,2,522,0,0,1,python,4,0,1,3,2,0,1,0,0,0,0,1,pytorch,personal,0,142
134,ECCV,2018,4,7,37,7,6246,0,1,1,python,54,0,1,4,5,1,1,0,2,0,0,0,pytorch,personal,1,137
135,ECCV,2018,8,1,41,1,20616,0,0,2,python,11,0,0,0,0,0,0,0,0,0,0,0,pytorch,personal,0,139
136,CVPR,2018,12,9,57,1,9436,0,1,3,python,24,0,0,1,0,1,1,0,1,0,0,0,Unknown,personal,0,112
137,CVPR,2018,26,9,22,4,3943,0,1,1,python,33,0,2,0,0,0,1,0,4,0,0,1,pytorch,personal,0,113
138,CVPR,2018,13,7,306,0,94148,0,1,3,c/c++,5,0,5,1,27,1,1,0,0,0,0,3,matlab,personal,0,130
139,CVPR,2018,19,6,37,1,4595,0,1,2,python,41,1,9,7,14,1,1,0,1,0,0,0,pytorch,personal,1,101
140,ECCV,2018,2,2,4,5,831,0,1,1,python,3,0,9,2,38,0,1,0,5,0,0,1,pytorch,personal,1,116
141,CVPR,2018,3,2,10,6,1748,0,1,1,python,5,0,4,9,0,1,0,0,3,3,0,10,Unknown,personal,1,186
142,CVPR,2018,3,6,12,7,1249,0,1,1,python,1,0,0,22,0,0,1,0,0,0,0,1,tensorflow,personal,1,86
143,CVPR,2018,5,9,27,6,3498,0,1,2,python,22,1,0,4,10,1,1,0,1,0,0,0,pytorch,personal,1,105
144,ECCV,2018,3,4,64,12,3592,0,1,4,python,20,1,7,0,15,1,1,1,1,0,0,8,pytorch,personal,0,104
145,ECCV,2018,6,4,14,0,917,1,1,4,matlab,0,1,4,4,0,1,1,0,0,0,1,0,pytorch,personal,0,114
146,ECCV,2018,0,4,13,0,1570,0,1,2,python,3,1,0,2,11,0,1,0,0,0,0,0,pytorch,personal,0,88
147,CVPR,2018,9,3,9,10,854,0,1,2,python,1,1,1,2,0,1,0,0,1,0,0,0,tensorflow,personal,1,126
148,CVPR,2018,46,5,31,8,2781,0,1,2,python,4,1,4,5,0,0,0,0,1,0,0,1,tensorflow,personal,1,96
149,ECCV,2018,27,2,5,3,799,0,0,1,python,1,0,0,2,0,0,1,0,3,0,1,1,pytorch,organization,1,199
150,ECCV,2018,6,5,66,1,7982,0,1,4,lua,6,1,16,7,59,1,1,1,2,0,0,9,torch,personal,1,123
151,ECCV,2018,15,5,60,1,27280,0,1,3,python,18,0,3,8,4,0,0,0,2,0,0,1,pytorch,personal,1,119
152,CVPR,2018,13,3,4,4,198,0,1,2,lua,0,1,0,3,0,0,0,1,4,0,0,0,Unknown,personal,0,96
153,ICML,2018,13,0,4,5,273,0,1,1,python,0,0,2,1,4,0,0,0,0,0,0,0,pytorch,organization,1,107
154,CVPR,2018,5,5,25,6,4872,0,1,1,python,61,0,2,0,5,0,0,0,2,0,1,0,tensorflow,organization,1,99
155,CVPR,2018,17,13,62,0,6270,0,1,5,lua,7,1,1,2,0,1,1,0,1,0,0,0,torch,personal,0,77
156,ECCV,2018,4,5,31,3,2479,0,1,1,python,6,0,2,5,24,0,1,0,2,0,0,2,pytorch,personal,1,97
157,ECCV,2018,1,4,17,9,4783,0,1,1,python,7,0,18,3,10,1,1,3,9,0,0,1,tensorflow,personal,1,87
158,ECCV,2018,4,0,9,10,1188,0,0,1,python,0,0,1,0,2,0,0,0,0,0,0,1,tensorflow,organization,1,100
159,CVPR,2018,7,5,26,1,5317,0,1,2,python,31,1,3,13,0,0,1,1,1,0,0,0,tensorflow,personal,1,88
160,CVPR,2018,13,6,112,11,68488,0,0,2,c/c++,172,0,5,0,5,0,1,0,3,0,0,3,matlab,personal,0,85
161,CVPR,2018,8,3,9,0,1359,0,1,1,python,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,personal,0,85
162,CVPR,2018,0,2,16,7,1061,0,1,1,python,4,0,2,1,3,0,0,0,1,0,0,0,Unknown,personal,0,86
163,CVPR,2018,5,4,72,0,43437,0,0,5,python,20,1,3,8,2,0,1,0,0,0,0,3,caffe,personal,0,80
164,NIPS,2018,3,3,21,5,1232,0,0,1,python,5,0,2,0,4,0,0,0,0,0,0,0,Unknown,personal,0,117
165,CVPR,2018,17,5,29,11,4261,0,1,3,matlab,26,1,1,15,0,0,1,0,0,0,0,2,matlab,personal,0,92
166,CVPR,2018,12,7,116,2,13736,0,1,4,matlab,22,1,0,0,0,1,0,0,0,0,0,0,Unknown,personal,1,81
167,CVPR,2018,5,3,58,0,3977,0,1,3,python,4,1,4,12,0,0,1,0,3,0,1,1,tensorflow,personal,0,87
168,CVPR,2018,9,7,420,0,72050,0,1,6,matlab,317,1,1,1,0,1,0,0,2,0,0,0,matlab,personal,0,83
169,ECCV,2018,4,2,51,0,6437,0,0,1,python,62,0,2,3,9,0,1,0,1,0,0,0,pytorch,personal,0,90
170,ECCV,2018,3,4,54,19,8889,0,1,2,python,104,1,0,6,0,0,1,0,2,0,0,5,pytorch,personal,1,81
171,CVPR,2018,12,8,43,10,3668,0,1,2,python,6,1,5,1,16,0,0,0,4,0,0,1,tensorflow,personal,1,26
172,CVPR,2018,10,6,16,2,2265,0,1,2,python,3,1,8,1,32,0,1,0,3,0,0,3,tensorflow,personal,0,70
173,ECCV,2018,9,4,10,4,1471,0,0,1,python,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,organization,1,87
174,ECCV,2018,8,4,144,9,26431,0,1,4,python,67,1,9,42,0,1,1,0,0,0,0,2,pytorch,personal,0,77
175,CVPR,2018,10,3,18,6,4070,0,1,1,python,7,0,1,2,4,1,1,0,0,0,0,2,tensorflow,personal,1,83
176,CVPR,2018,21,2,11,1,1654,0,0,3,python,1,1,4,1,2,0,1,0,1,0,0,0,tensorflow,personal,1,97
177,NIPS,2018,0,2,40,1,3067,0,0,2,python,10,1,1,0,0,0,1,0,0,0,0,2,pytorch,personal,1,88
178,ECCV,2018,0,2,17,0,1767,0,0,2,python,4,1,4,7,50,0,0,0,0,0,0,1,pytorch,personal,0,76
179,CVPR,2018,3,2,36,0,4540,0,0,2,python,25,1,3,3,11,0,0,0,0,0,0,0,mxnet,organization,0,68
180,ECCV,2018,6,3,33,2,1992,0,1,2,python,7,1,4,2,0,0,0,0,0,0,0,1,pytorch,personal,0,76
181,CVPR,2018,25,1,27,5,2251,0,1,2,python,15,1,3,5,0,0,1,1,1,0,0,3,pytorch,personal,1,94
182,CVPR,2018,15,0,8,16,489,0,1,1,python,0,0,0,2,3,0,0,0,0,0,0,0,pytorch,personal,0,85
183,CVPR,2018,19,5,6,7,850,0,0,1,python,0,0,0,16,0,1,0,0,1,0,0,0,matlab,personal,1,80
185,CVPR,2018,4,1,10,9,2020,0,1,1,python,21,0,4,5,0,0,1,0,1,0,0,0,tensorflow,personal,1,67
186,NIPS,2018,0,3,34,23,8207,0,1,3,python,55,1,0,0,0,0,0,0,0,0,0,0,tensorflow,personal,1,67
187,ECCV,2018,3,7,27,3,2785,0,1,2,python,1,1,5,1,0,1,0,0,1,0,1,1,pytorch,personal,0,71
188,CVPR,2018,37,0,5,6,563,0,1,1,python,2,0,0,0,0,0,1,0,0,0,0,0,pytorch,personal,0,66
189,ECCV,2018,2,3,14,5,901,0,1,1,python,1,0,3,2,4,1,1,0,2,0,0,2,pytorch,organization,1,73
191,ICML,2018,9,1,41,0,6391,0,0,2,python,27,1,2,4,0,0,0,0,0,0,0,0,pytorch,personal,0,70
192,CVPR,2018,5,4,72,34,8830,0,1,4,lua,0,1,10,8,29,1,0,0,0,0,0,2,torch,organization,1,57
193,CVPR,2018,14,1,11,1,684,0,1,3,matlab,0,1,1,8,0,1,1,0,0,0,1,2,torch,personal,0,72
195,CVPR,2018,3,3,188,1,24366,0,0,2,python,191,1,1,0,0,1,0,0,1,0,0,0,Unknown,personal,1,70
196,ECCV,2018,12,4,10,1,1412,1,1,2,python,2,1,9,8,13,1,1,1,5,0,0,3,pytorch,personal,0,265
197,CVPR,2018,12,3,25,8,4310,0,1,4,python,15,1,2,0,8,0,0,0,0,0,0,1,tensorflow,organization,1,66
198,ICML,2018,1,4,51,4,13282,0,0,2,python,80,1,25,11,5,1,1,0,3,0,1,4,tensorflow,personal,1,61
199,CVPR,2018,13,1,28,1,4356,0,1,2,c/c++,0,0,4,0,62,1,1,0,0,0,0,1,torch,organization,1,69
200,ECCV,2018,2,3,23,1,1228,0,1,1,python,5,0,6,4,2,0,1,0,0,0,0,1,pytorch,personal,1,60
201,CVPR,2018,7,4,9,10,759,0,1,1,python,9,0,1,2,0,0,1,4,7,0,1,0,pytorch,personal,1,65
202,ECCV,2018,1,5,57,4,4083,0,1,4,python,19,1,0,2,2,0,1,0,0,0,0,3,pytorch,personal,1,84
203,CVPR,2018,3,5,12,3,1180,0,1,2,python,0,0,10,4,11,1,0,1,4,0,0,1,tensorflow,personal,1,75
204,CVPR,2018,7,10,94,14,9843,0,1,3,python,29,1,6,0,59,1,1,0,0,0,0,0,tensorflow,personal,0,57
205,CVPR,2018,8,3,7,8,887,0,1,1,python,2,0,0,1,0,0,0,0,2,0,0,0,Unknown,personal,0,69
206,CVPR,2018,12,1,6,7,435,0,0,2,python,0,1,0,5,4,0,1,0,3,0,0,0,tensorflow,personal,1,65
207,ICML,2018,13,3,34,2,3713,0,0,2,python,1,0,1,0,6,0,0,0,1,0,0,1,pytorch,personal,1,73
208,CVPR,2018,10,3,128,0,8478,0,0,4,matlab,19,1,2,2,12,0,0,0,3,0,0,0,caffe,personal,0,71
209,CVPR,2018,4,6,332,5,56803,0,0,4,c/c++,0,0,1,0,7,0,1,1,6,0,0,3,caffe,personal,1,58
210,CVPR,2018,3,4,73,1,7991,0,1,4,python,5,1,2,2,3,1,0,0,1,0,0,0,pytorch,personal,0,56
211,ECCV,2018,6,4,30,5,1748,0,1,1,python,3,0,4,5,2,0,0,0,2,0,0,3,pytorch,personal,1,68
212,ECCV,2018,6,4,21,8,2345,0,0,2,python,1,1,0,6,0,0,1,0,0,0,0,0,tensorflow,personal,1,62
213,CVPR,2018,7,3,41,2,4307,0,0,3,python,31,1,4,5,2,0,1,0,1,0,0,1,caffe,personal,1,70
214,CVPR,2018,13,2,55,1,4176,0,1,2,python,54,1,0,0,0,0,1,0,0,0,0,0,pytorch,personal,0,56
216,ICML,2018,5,0,5,6,2112,0,1,1,python,1,0,5,0,17,0,1,0,0,0,1,0,tensorflow,organization,1,56
217,ICML,2018,23,2,15,15,1636,0,1,2,python,9,1,1,6,3,0,1,0,1,0,0,0,pytorch,personal,0,74
218,CVPR,2018,4,6,29,11,4060,0,1,2,python,25,1,0,5,11,0,1,0,0,0,0,1,pytorch,personal,0,54
219,ICML,2018,0,7,56,1,4789,0,1,1,python,48,0,8,5,0,0,0,0,0,0,0,1,Unknown,personal,1,50
220,ECCV,2018,4,4,41,5,5299,0,1,3,python,11,1,4,10,7,1,1,1,1,0,0,3,tensorflow,organization,1,73
221,CVPR,2018,17,9,79,12,7746,0,1,2,python,61,1,13,40,6,0,1,0,3,0,0,3,pytorch,personal,0,50
222,CVPR,2018,19,1,7,5,893,0,0,1,python,8,0,0,8,5,0,1,0,2,0,0,2,pytorch,personal,0,53
223,CVPR,2018,9,3,13,12,4972,0,1,1,python,10,0,0,5,18,0,1,0,0,0,0,0,Unknown,organization,1,70
224,CVPR,2018,14,2,28,2,4227,0,0,1,python,2,0,5,5,45,0,0,0,2,0,0,4,tensorflow,personal,1,53
225,ECCV,2018,8,1,110,0,6926,0,0,3,matlab,10,0,0,0,0,0,0,0,0,0,0,0,matlab,personal,0,71
226,CVPR,2018,7,2,37,1,4696,0,0,1,python,16,0,0,1,0,0,0,0,1,0,0,2,Unknown,personal,0,51
227,ECCV,2018,0,1,8,3,703,0,1,1,python,3,0,1,1,22,0,0,0,0,0,0,0,pytorch,personal,0,74
228,CVPR,2018,8,7,31,6,4773,0,1,1,python,37,0,1,8,2,0,0,0,2,0,0,0,pytorch,personal,1,51
230,NIPS,2018,0,4,14,10,1224,0,1,2,python,4,1,6,8,0,0,1,0,6,0,0,1,tensorflow,personal,1,100
231,ECCV,2018,2,2,7,7,878,0,1,1,python,1,0,0,2,0,0,1,0,1,0,0,0,pytorch,personal,0,56
232,ICML,2018,13,3,294,0,24521,0,0,3,matlab,103,0,0,0,0,0,0,0,0,0,0,0,Unknown,personal,0,49
233,NIPS,2018,0,2,4,0,428,0,1,1,python,2,0,5,2,13,0,0,0,0,0,0,0,tensorflow,personal,0,53
234,CVPR,2018,5,2,29,1,4311,1,1,1,python,16,0,2,2,25,1,1,0,1,0,0,4,pytorch,personal,1,44
235,ECCV,2018,1,4,41,7,3680,1,1,4,python,1,1,6,11,4,1,1,0,2,0,1,2,pytorch,organization,0,58
236,ICML,2018,4,4,20,5,1242,0,1,1,python,2,0,1,5,0,0,0,0,0,0,0,0,tensorflow,personal,1,45
237,ECCV,2018,2,11,467,5,89475,1,1,5,c/c++,1,1,6,0,0,0,0,0,0,0,0,1,caffe,personal,1,55
238,CVPR,2018,16,2,7,10,753,0,1,2,matlab,2,0,0,0,0,1,1,0,0,0,0,1,Unknown,personal,0,69
239,CVPR,2018,15,4,36,3,1642,0,1,2,python,1,1,2,2,3,0,0,0,0,0,1,1,pytorch,personal,1,49
240,ECCV,2018,2,2,4,6,836,0,1,1,python,2,0,0,1,0,0,1,0,3,0,0,0,tensorflow,personal,0,53
241,ECCV,2018,1,3,25,15,3708,0,1,2,matlab,15,0,0,3,0,0,1,0,3,0,0,1,tensorflow,personal,0,53
242,ECCV,2018,0,4,21,4,1654,0,1,2,python,0,1,1,7,0,1,1,0,1,0,0,3,pytorch,personal,1,44
243,CVPR,2018,3,4,76,4,56974,0,0,3,python,20,0,0,0,35,0,0,0,0,0,0,0,tensorflow,personal,1,50
244,CVPR,2018,8,10,485,5,115703,0,1,5,c/c++,33,1,1,1,0,0,0,0,0,0,0,0,Unknown,personal,1,59
245,ECCV,2018,4,1,8,9,675,0,1,1,python,0,0,1,7,0,0,0,0,1,0,0,0,Unknown,personal,1,45
246,ECCV,2018,1,4,59,7,7345,0,1,5,python,38,0,8,3,0,0,0,0,1,0,0,2,tensorflow,personal,0,50
247,CVPR,2018,5,6,50,4,5337,0,1,3,python,3,0,3,4,0,1,1,0,0,0,0,4,pytorch,personal,1,42
248,ECCV,2018,0,2,7,6,1213,0,1,2,python,5,1,1,6,0,0,0,0,7,0,0,0,pytorch,personal,1,47
249,CVPR,2018,5,3,15,6,1447,0,0,1,python,3,0,1,6,0,0,1,0,1,0,0,1,tensorflow,personal,1,50
250,ICML,2018,1,4,4,1,557,0,1,1,python,1,0,3,1,0,0,1,0,4,0,0,2,pytorch,personal,0,42
251,ECCV,2018,1,3,23,10,2026,0,1,4,python,1,1,2,10,17,1,1,0,0,0,0,2,caffe,organization,1,65
252,ECCV,2018,5,6,23,1,2806,0,1,2,python,3,1,0,3,0,0,0,0,3,0,0,0,Unknown,personal,0,51
253,CVPR,2018,7,2,26,0,2648,0,0,2,python,7,0,2,2,0,0,0,0,0,0,0,1,pytorch,personal,0,47
